transaction_id,amount,root_cause,predicted_probability,proposed_action,final_action,policy_allowed,policy_reason,policy_violations,outcome,recovered_amount,timestamp
pay_00000000000188,2840723,CARD_FAILURE,0.1997,switch_to_upi,stop,False,P(recovery)=0.20 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630971
pay_00000000000189,108302,NETWORK_TIMEOUT,0.9836,retry,retry,True,Action permitted under current policy.,[],SUCCESS,108302,1788630971
pay_00000000000190,33983,RETRY_LIMIT,0.0811,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630971
pay_00000000000191,109959,NETWORK_TIMEOUT,0.9723,retry,retry,True,Action permitted under current policy.,[],SUCCESS,109959,1788630971
pay_00000000000192,540394,CARD_FAILURE,0.8478,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,540394,1788630971
pay_00000000000193,137082,RETRY_LIMIT,0.0625,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630971
pay_00000000000194,35890,UPI_FAILURE,0.5407,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630971
pay_00000000000195,224809,NETWORK_TIMEOUT,0.9629,retry,retry,True,Action permitted under current policy.,[],SUCCESS,224809,1788630971
pay_00000000000196,41877,NETWORK_TIMEOUT,0.552,retry,retry,True,Action permitted under current policy.,[],SUCCESS,41877,1788630971
pay_00000000000197,4719102,NETWORK_TIMEOUT,0.9841,retry,retry,True,Action permitted under current policy.,[],SUCCESS,4719102,1788630971
pay_00000000000198,54053,BANK_DECLINE,0.7328,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630971
pay_00000000000199,116615,USER_ABANDONMENT,0.7312,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630971
pay_00000000000200,22542,NETWORK_TIMEOUT,0.9328,retry,retry,True,Action permitted under current policy.,[],SUCCESS,22542,1788630971
pay_00000000000201,4091872,NETWORK_TIMEOUT,0.4616,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000202,62344,NETWORK_TIMEOUT,0.9623,retry,retry,True,Action permitted under current policy.,[],SUCCESS,62344,1788630972
pay_00000000000203,775173,CARD_FAILURE,0.9336,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000204,37659,RETRY_LIMIT,0.0581,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630972
pay_00000000000205,344546,UPI_FAILURE,0.6524,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,344546,1788630972
pay_00000000000206,34031,NETWORK_TIMEOUT,0.2528,retry,retry,True,Action permitted under current policy.,[],SUCCESS,34031,1788630972
pay_00000000000207,735126,CARD_FAILURE,0.7748,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,735126,1788630972
pay_00000000000208,585352,UPI_FAILURE,0.1932,switch_to_card,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_card.,['attempt_ceiling_exceeded'],FAILURE,0,1788630972
pay_00000000000209,91516,NETWORK_TIMEOUT,0.534,retry,retry,True,Action permitted under current policy.,[],SUCCESS,91516,1788630972
pay_00000000000210,748388,NETWORK_TIMEOUT,0.968,retry,retry,True,Action permitted under current policy.,[],SUCCESS,748388,1788630972
pay_00000000000211,1599971,UPI_FAILURE,0.2336,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,1599971,1788630972
pay_00000000000212,59948,CARD_FAILURE,0.8253,retry,retry,True,Action permitted under current policy.,[],SUCCESS,59948,1788630972
pay_00000000000213,286708,RETRY_LIMIT,0.1625,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630972
pay_00000000000214,469625,CARD_FAILURE,0.7937,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,469625,1788630972
pay_00000000000215,90517,NETWORK_TIMEOUT,0.9695,retry,retry,True,Action permitted under current policy.,[],SUCCESS,90517,1788630972
pay_00000000000216,527717,BANK_DECLINE,0.6954,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000217,663731,NETWORK_TIMEOUT,0.8701,retry,retry,True,Action permitted under current policy.,[],SUCCESS,663731,1788630972
pay_00000000000218,145908,CARD_FAILURE,0.9054,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,145908,1788630972
pay_00000000000219,2125802,CARD_FAILURE,0.6793,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000220,2737024,UPI_FAILURE,0.3462,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000221,2666920,USER_ABANDONMENT,0.2273,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630972
pay_00000000000222,34328,BANK_DECLINE,0.1358,send_reminder,stop,False,P(recovery)=0.14 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630972
pay_00000000000223,636097,NETWORK_TIMEOUT,0.9226,retry,retry,True,Action permitted under current policy.,[],SUCCESS,636097,1788630972
pay_00000000000224,279545,NETWORK_TIMEOUT,0.8301,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630972
pay_00000000000225,617935,NETWORK_TIMEOUT,0.961,retry,retry,True,Action permitted under current policy.,[],SUCCESS,617935,1788630972
pay_00000000000226,91741,BANK_DECLINE,0.871,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,91741,1788630972
pay_00000000000227,527685,NETWORK_TIMEOUT,0.9507,retry,retry,True,Action permitted under current policy.,[],SUCCESS,527685,1788630972
pay_00000000000228,4857259,UPI_FAILURE,0.3061,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000229,35493,NETWORK_TIMEOUT,0.8827,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000230,63684,UPI_FAILURE,0.8303,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000231,732145,USER_ABANDONMENT,0.1447,send_reminder,stop,False,P(recovery)=0.14 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630972
pay_00000000000232,74246,USER_ABANDONMENT,0.78,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000233,1913312,USER_ABANDONMENT,0.3117,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630972
pay_00000000000234,612543,USER_ABANDONMENT,0.875,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,612543,1788630972
pay_00000000000235,23800,NETWORK_TIMEOUT,0.9618,retry,retry,True,Action permitted under current policy.,[],SUCCESS,23800,1788630972
pay_00000000000236,288197,RETRY_LIMIT,0.0486,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630972
pay_00000000000237,34796,RETRY_LIMIT,0.0886,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630972
pay_00000000000238,3658117,USER_ABANDONMENT,0.3726,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000239,145289,UPI_FAILURE,0.8058,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000240,3687900,NETWORK_TIMEOUT,0.9188,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630972
pay_00000000000241,91449,RETRY_LIMIT,0.1537,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630972
pay_00000000000242,4371065,UPI_FAILURE,0.3498,switch_to_card,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_card.,['attempt_ceiling_exceeded'],SUCCESS,4371065,1788630972
pay_00000000000243,536482,UPI_FAILURE,0.1103,switch_to_card,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of switch_to_card.,['attempt_ceiling_exceeded'],FAILURE,0,1788630972
pay_00000000000244,65029,RETRY_LIMIT,0.0996,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630973
pay_00000000000245,116649,RETRY_LIMIT,0.1896,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630973
pay_00000000000246,43699,CARD_FAILURE,0.2631,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000247,4072148,RETRY_LIMIT,0.2202,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630973
pay_00000000000248,403542,NETWORK_TIMEOUT,0.3725,retry,retry,True,Action permitted under current policy.,[],SUCCESS,403542,1788630973
pay_00000000000249,1821649,NETWORK_TIMEOUT,0.8897,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000250,41229,BANK_DECLINE,0.8118,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,41229,1788630973
pay_00000000000251,115360,BANK_DECLINE,0.5163,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000252,1816729,UPI_FAILURE,0.6378,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,1816729,1788630973
pay_00000000000253,261954,RETRY_LIMIT,0.2232,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630973
pay_00000000000254,27347,CARD_FAILURE,0.9089,switch_to_upi,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630973
pay_00000000000255,4626753,UPI_FAILURE,0.1243,switch_to_card,stop,False,P(recovery)=0.12 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630973
pay_00000000000256,129632,UPI_FAILURE,0.8723,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,129632,1788630973
pay_00000000000257,105426,CARD_FAILURE,0.8528,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,105426,1788630973
pay_00000000000258,89494,NETWORK_TIMEOUT,0.7491,retry,retry,True,Action permitted under current policy.,[],SUCCESS,89494,1788630973
pay_00000000000259,1163373,NETWORK_TIMEOUT,0.8445,retry,retry,True,Action permitted under current policy.,[],SUCCESS,1163373,1788630973
pay_00000000000260,359668,USER_ABANDONMENT,0.6939,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000261,131627,CARD_FAILURE,0.894,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,131627,1788630973
pay_00000000000262,770517,UPI_FAILURE,0.7158,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000263,58769,BANK_DECLINE,0.2697,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630973
pay_00000000000264,367208,UPI_FAILURE,0.1527,switch_to_card,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_card.,['attempt_ceiling_exceeded'],FAILURE,0,1788630973
pay_00000000000265,82717,USER_ABANDONMENT,0.7308,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000266,2380024,RETRY_LIMIT,0.1665,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630973
pay_00000000000267,28250,NETWORK_TIMEOUT,0.9702,retry,retry,True,Action permitted under current policy.,[],SUCCESS,28250,1788630973
pay_00000000000268,305544,USER_ABANDONMENT,0.2709,send_reminder,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630973
pay_00000000000269,482339,NETWORK_TIMEOUT,0.2436,retry,retry,True,Action permitted under current policy.,[],SUCCESS,482339,1788630973
pay_00000000000270,4508650,CARD_FAILURE,0.2833,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000271,30956,NETWORK_TIMEOUT,0.9428,retry,retry,True,Action permitted under current policy.,[],SUCCESS,30956,1788630973
pay_00000000000272,125601,NETWORK_TIMEOUT,0.9167,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630973
pay_00000000000273,92596,USER_ABANDONMENT,0.1284,send_reminder,stop,False,P(recovery)=0.13 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630973
pay_00000000000274,607250,RETRY_LIMIT,0.1109,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630973
pay_00000000000275,342148,UPI_FAILURE,0.2651,switch_to_card,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_card.,['attempt_ceiling_exceeded'],FAILURE,0,1788630973
pay_00000000000276,40257,USER_ABANDONMENT,0.039,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630973
pay_00000000000277,47504,CARD_FAILURE,0.9038,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,47504,1788630973
pay_00000000000278,107896,NETWORK_TIMEOUT,0.567,retry,retry,True,Action permitted under current policy.,[],SUCCESS,107896,1788630973
pay_00000000000279,253479,NETWORK_TIMEOUT,0.9599,retry,retry,True,Action permitted under current policy.,[],SUCCESS,253479,1788630973
pay_00000000000280,192581,CARD_FAILURE,0.7265,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,192581,1788630973
pay_00000000000281,239135,NETWORK_TIMEOUT,0.9354,retry,retry,True,Action permitted under current policy.,[],SUCCESS,239135,1788630973
pay_00000000000282,523395,UPI_FAILURE,0.8446,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000283,230234,RETRY_LIMIT,0.0913,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630974
pay_00000000000284,4922829,CARD_FAILURE,0.8471,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000285,1036114,UPI_FAILURE,0.8096,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000286,469723,CARD_FAILURE,0.8913,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,469723,1788630974
pay_00000000000287,77146,NETWORK_TIMEOUT,0.9305,retry,retry,True,Action permitted under current policy.,[],SUCCESS,77146,1788630974
pay_00000000000288,127969,CARD_FAILURE,0.8095,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,127969,1788630974
pay_00000000000289,4438344,UPI_FAILURE,0.9006,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000290,780437,CARD_FAILURE,0.7737,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,780437,1788630974
pay_00000000000291,1264118,NETWORK_TIMEOUT,0.9838,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630974
pay_00000000000292,399641,CARD_FAILURE,0.3157,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,399641,1788630974
pay_00000000000293,441224,CARD_FAILURE,0.3851,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000294,397864,CARD_FAILURE,0.8837,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630974
pay_00000000000295,498884,NETWORK_TIMEOUT,0.9712,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000296,95472,NETWORK_TIMEOUT,0.3911,retry,retry,True,Action permitted under current policy.,[],SUCCESS,95472,1788630974
pay_00000000000297,562608,UPI_FAILURE,0.4492,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,562608,1788630974
pay_00000000000298,4450376,RETRY_LIMIT,0.476,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630974
pay_00000000000299,147943,UPI_FAILURE,0.3181,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000300,50781,UPI_FAILURE,0.2074,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000301,89523,USER_ABANDONMENT,0.6449,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,89523,1788630974
pay_00000000000302,39480,NETWORK_TIMEOUT,0.7779,retry,retry,True,Action permitted under current policy.,[],SUCCESS,39480,1788630974
pay_00000000000303,86681,UPI_FAILURE,0.7224,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,86681,1788630974
pay_00000000000304,128881,USER_ABANDONMENT,0.8465,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000305,131718,CARD_FAILURE,0.8336,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630974
pay_00000000000306,593061,UPI_FAILURE,0.8501,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,593061,1788630974
pay_00000000000307,283997,USER_ABANDONMENT,0.8093,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630974
pay_00000000000308,43882,NETWORK_TIMEOUT,0.9465,retry,retry,True,Action permitted under current policy.,[],SUCCESS,43882,1788630974
pay_00000000000309,82537,UPI_FAILURE,0.879,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,82537,1788630974
pay_00000000000310,120888,RETRY_LIMIT,0.4529,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630974
pay_00000000000311,731230,BANK_DECLINE,0.0475,send_reminder,stop,False,P(recovery)=0.05 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630974
pay_00000000000312,393377,UPI_FAILURE,0.8528,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,393377,1788630974
pay_00000000000313,46146,NETWORK_TIMEOUT,0.9419,retry,retry,True,Action permitted under current policy.,[],SUCCESS,46146,1788630974
pay_00000000000314,522497,NETWORK_TIMEOUT,0.9673,retry,retry,True,Action permitted under current policy.,[],SUCCESS,522497,1788630974
pay_00000000000315,58289,NETWORK_TIMEOUT,0.8505,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],SUCCESS,58289,1788630974
pay_00000000000316,705378,USER_ABANDONMENT,0.5495,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,705378,1788630974
pay_00000000000317,24861,NETWORK_TIMEOUT,0.828,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000318,512021,USER_ABANDONMENT,0.8472,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000319,593281,BANK_DECLINE,0.0764,send_reminder,stop,False,P(recovery)=0.08 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630974
pay_00000000000320,59216,CARD_FAILURE,0.8839,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000321,563959,UPI_FAILURE,0.4934,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,563959,1788630974
pay_00000000000322,4227751,NETWORK_TIMEOUT,0.7316,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000323,79293,RETRY_LIMIT,0.2418,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630974
pay_00000000000324,31603,UPI_FAILURE,0.3236,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630974
pay_00000000000325,46975,NETWORK_TIMEOUT,0.947,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000326,794324,NETWORK_TIMEOUT,0.9666,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000327,657690,CARD_FAILURE,0.8889,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,657690,1788630975
pay_00000000000328,594336,BANK_DECLINE,0.7879,send_reminder,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000329,244073,NETWORK_TIMEOUT,0.1648,retry,stop,False,P(recovery)=0.16 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630975
pay_00000000000330,30636,RETRY_LIMIT,0.146,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000331,100405,USER_ABANDONMENT,0.6893,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,100405,1788630975
pay_00000000000332,36809,USER_ABANDONMENT,0.4841,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000333,437347,NETWORK_TIMEOUT,0.2202,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000334,179226,CARD_FAILURE,0.3177,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,179226,1788630975
pay_00000000000335,1345496,NETWORK_TIMEOUT,0.9484,retry,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000336,124223,CARD_FAILURE,0.8794,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000337,36735,NETWORK_TIMEOUT,0.9603,retry,retry,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000338,221726,USER_ABANDONMENT,0.2256,send_reminder,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000339,497618,USER_ABANDONMENT,0.9173,send_reminder,send_reminder,True,Action permitted under current policy.,[],SUCCESS,497618,1788630975
pay_00000000000340,131088,NETWORK_TIMEOUT,0.9534,retry,retry,True,Action permitted under current policy.,[],SUCCESS,131088,1788630975
pay_00000000000341,218553,NETWORK_TIMEOUT,0.9098,retry,retry,True,Action permitted under current policy.,[],SUCCESS,218553,1788630975
pay_00000000000342,369401,RETRY_LIMIT,0.0776,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000343,380189,RETRY_LIMIT,0.108,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000344,535364,CARD_FAILURE,0.8249,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,535364,1788630975
pay_00000000000345,126897,UPI_FAILURE,0.1204,switch_to_card,stop,False,P(recovery)=0.12 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630975
pay_00000000000346,72101,USER_ABANDONMENT,0.2073,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000347,521890,USER_ABANDONMENT,0.1231,send_reminder,stop,False,P(recovery)=0.12 below floor (0.2); stopping.,['below_probability_floor'],NO_ACTION,0,1788630975
pay_00000000000348,70650,NETWORK_TIMEOUT,0.491,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],SUCCESS,70650,1788630975
pay_00000000000349,492645,CARD_FAILURE,0.8768,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,492645,1788630975
pay_00000000000350,568630,NETWORK_TIMEOUT,0.9657,retry,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000351,1601398,CARD_FAILURE,0.4146,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000352,367445,RETRY_LIMIT,0.123,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000353,1643181,NETWORK_TIMEOUT,0.9738,retry,retry,True,Action permitted under current policy.,[],SUCCESS,1643181,1788630975
pay_00000000000354,4524430,BANK_DECLINE,0.2392,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000355,718016,CARD_FAILURE,0.8526,retry,retry,True,Action permitted under current policy.,[],SUCCESS,718016,1788630975
pay_00000000000356,746854,USER_ABANDONMENT,0.0951,send_reminder,escalate,False,Attempt 4 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],SUCCESS,746854,1788630975
pay_00000000000357,85369,NETWORK_TIMEOUT,0.9381,retry,retry,True,Action permitted under current policy.,[],SUCCESS,85369,1788630975
pay_00000000000358,27087,UPI_FAILURE,0.9497,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],SUCCESS,27087,1788630975
pay_00000000000359,75576,USER_ABANDONMENT,0.2094,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000360,729707,USER_ABANDONMENT,0.5326,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000361,4906652,USER_ABANDONMENT,0.6575,send_reminder,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of send_reminder.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000362,404125,BANK_DECLINE,0.229,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000363,96829,CARD_FAILURE,0.8459,switch_to_upi,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of switch_to_upi.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000364,42072,NETWORK_TIMEOUT,0.9033,retry,retry,True,Action permitted under current policy.,[],SUCCESS,42072,1788630975
pay_00000000000365,119505,CARD_FAILURE,0.6841,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,119505,1788630975
pay_00000000000366,99034,RETRY_LIMIT,0.1518,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000367,295608,UPI_FAILURE,0.2446,switch_to_card,switch_to_card,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000368,786237,CARD_FAILURE,0.7931,switch_to_upi,switch_to_upi,True,Action permitted under current policy.,[],SUCCESS,786237,1788630975
pay_00000000000369,639478,RETRY_LIMIT,0.1884,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000370,292350,NETWORK_TIMEOUT,0.9523,retry,escalate,False,Attempt 3 >= escalation threshold (3); escalating instead of retry.,['attempt_ceiling_exceeded'],FAILURE,0,1788630975
pay_00000000000371,3884801,NETWORK_TIMEOUT,0.8904,retry,wait,False,"Cooldown not met: 7min elapsed, 10min required for NETWORK_TIMEOUT.",['cooldown_not_met'],NO_ACTION,0,1788630975
pay_00000000000372,4992900,RETRY_LIMIT,0.5289,stop,stop,True,Action permitted under current policy.,[],NO_ACTION,0,1788630975
pay_00000000000373,2566750,USER_ABANDONMENT,0.2363,send_reminder,send_reminder,True,Action permitted under current policy.,[],FAILURE,0,1788630975
pay_00000000000374,140987,NETWORK_TIMEOUT,0.9856,retry,retry,True,Action permitted under current policy.,[],SUCCESS,140987,1788630975
